ValueIteration,R-track,in situ restart on crash.,training,0,5358,3382
ValueIteration,R-track,in situ restart on crash.,training,5,3045,1870
ValueIteration,R-track,in situ restart on crash.,training,10,889,605
ValueIteration,R-track,in situ restart on crash.,training,15,11603,7172
ValueIteration,R-track,in situ restart on crash.,training,20,5344,3659
ValueIteration,R-track,in situ restart on crash.,training,25,13000,7802
ValueIteration,R-track,in situ restart on crash.,training,30,13000,7916
ValueIteration,R-track,in situ restart on crash.,training,35,7531,4671
ValueIteration,R-track,in situ restart on crash.,training,40,4479,2877
ValueIteration,R-track,in situ restart on crash.,training,45,4094,2431
ValueIteration,R-track,in situ restart on crash.,training,50,1580,1017
ValueIteration,R-track,in situ restart on crash.,training,55,13000,7830
ValueIteration,R-track,in situ restart on crash.,training,60,2410,1445
ValueIteration,R-track,in situ restart on crash.,training,65,2280,1544
ValueIteration,R-track,in situ restart on crash.,training,70,13000,7968
ValueIteration,R-track,in situ restart on crash.,training,75,7056,4411
ValueIteration,R-track,in situ restart on crash.,training,80,13000,7850
ValueIteration,R-track,in situ restart on crash.,training,85,13000,8001
ValueIteration,R-track,in situ restart on crash.,training,90,13000,7822
ValueIteration,R-track,in situ restart on crash.,training,95,13000,7824
ValueIteration,R-track,in situ restart on crash.,training,100,13000,8236
ValueIteration,R-track,in situ restart on crash.,training,105,13000,7943
ValueIteration,R-track,in situ restart on crash.,training,110,10691,6487
ValueIteration,R-track,in situ restart on crash.,training,115,13000,8108
ValueIteration,R-track,in situ restart on crash.,training,120,7285,4422
ValueIteration,R-track,in situ restart on crash.,training,125,2896,1794
ValueIteration,R-track,in situ restart on crash.,training,130,13000,7851
ValueIteration,R-track,in situ restart on crash.,training,135,13000,8419
ValueIteration,R-track,in situ restart on crash.,training,140,3747,2337
ValueIteration,R-track,in situ restart on crash.,training,145,13000,7843
ValueIteration,R-track,in situ restart on crash.,training,150,13000,8009
ValueIteration,R-track,in situ restart on crash.,training,155,10187,6095
ValueIteration,R-track,in situ restart on crash.,training,160,13000,7837
ValueIteration,R-track,in situ restart on crash.,training,165,13000,7950
ValueIteration,R-track,in situ restart on crash.,training,170,13000,7952
ValueIteration,R-track,in situ restart on crash.,training,175,13000,8207
ValueIteration,R-track,in situ restart on crash.,training,180,5456,3372
ValueIteration,R-track,in situ restart on crash.,training,185,13000,7824
ValueIteration,R-track,in situ restart on crash.,training,190,13000,7811
ValueIteration,R-track,in situ restart on crash.,training,195,4103,2624
ValueIteration,R-track,in situ restart on crash.,training,200,7365,4499
ValueIteration,R-track,in situ restart on crash.,training,205,13000,7828
ValueIteration,R-track,in situ restart on crash.,training,210,13000,7870
ValueIteration,R-track,in situ restart on crash.,training,215,13000,8066
ValueIteration,R-track,in situ restart on crash.,training,220,6348,4167
ValueIteration,R-track,in situ restart on crash.,training,225,6823,4104
ValueIteration,R-track,in situ restart on crash.,training,230,8174,5107
ValueIteration,R-track,in situ restart on crash.,training,235,8080,5041
ValueIteration,R-track,in situ restart on crash.,training,240,10011,6210
ValueIteration,R-track,in situ restart on crash.,training,245,13000,8007
ValueIteration,R-track,in situ restart on crash.,training,250,3584,2198
ValueIteration,R-track,in situ restart on crash.,training,255,13000,7841
ValueIteration,R-track,in situ restart on crash.,training,260,3633,2246
ValueIteration,R-track,in situ restart on crash.,training,265,13000,7806
ValueIteration,R-track,in situ restart on crash.,training,270,5768,3448
ValueIteration,R-track,in situ restart on crash.,training,275,13000,7978
ValueIteration,R-track,in situ restart on crash.,training,280,13000,8089
ValueIteration,R-track,in situ restart on crash.,training,285,13000,7915
ValueIteration,R-track,in situ restart on crash.,training,290,13000,7980
ValueIteration,R-track,in situ restart on crash.,training,295,13000,7884
ValueIteration,R-track,in situ restart on crash.,training,300,13000,7985
ValueIteration,R-track,in situ restart on crash.,training,305,10976,7187
ValueIteration,R-track,in situ restart on crash.,training,310,13000,7906
ValueIteration,R-track,in situ restart on crash.,training,315,13000,7942
