27,1
525,100
100,100
100,100
525,100
525,100
525,100
100,100
100,100
525,100
100,100
27,1
525,100
100,100
27,1
525,100
100,100
100,100
525,100
525,100
525,100
525,100
25,0
100,100
25,0
27,1
100,100
27,1
525,100
100,100
525,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
27,1
25,0
27,1
25,0
100,100
100,100
27,1
27,1
25,0
100,100
25,0
525,100
100,100
25,0
100,100
100,100
27,1
525,100
100,100
27,1
25,0
100,100
525,100
100,100
100,100
525,100
100,100
100,100
100,100
100,100
525,100
27,1
100,100
100,100
100,100
525,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
27,1
525,100
525,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
27,1
100,100
525,100
100,100
25,0
27,1
100,100
25,0
25,0
100,100
27,1
100,100
27,1
27,1
27,1
100,100
27,1
25,0
25,0
525,100
100,100
525,100
100,100
25,0
25,0
100,100
25,0
100,100
100,100
525,100
100,100
525,100
100,100
525,100
100,100
100,100
25,0
27,1
25,0
25,0
525,100
100,100
27,1
525,100
525,100
525,100
27,1
27,1
525,100
525,100
25,0
27,1
100,100
525,100
27,1
525,100
100,100
27,1
25,0
100,100
27,1
525,100
100,100
100,100
27,1
25,0
100,100
525,100
25,0
27,1
525,100
100,100
27,1
525,100
100,100
27,1
27,1
25,0
25,0
100,100
25,0
100,100
25,0
100,100
27,1
100,100
27,1
100,100
27,1
27,1
27,1
25,0
100,100
25,0
525,100
27,1
100,100
25,0
100,100
27,1
525,100
100,100
100,100
525,100
100,100
25,0
27,1
25,0
100,100
25,0
25,0
27,1
100,100
100,100
100,100
100,100
525,100
525,100
100,100
525,100
27,1
25,0
100,100
525,100
525,100
525,100
525,100
525,100
525,100
27,1
25,0
27,1
525,100
25,0
525,100
100,100
100,100
27,1
100,100
100,100
27,1
525,100
27,1
27,1
100,100
25,0
525,100
25,0
25,0
525,100
525,100
25,0
27,1
100,100
100,100
25,0
27,1
100,100
27,1
525,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
525,100
100,100
25,0
25,0
100,100
27,1
27,1
100,100
25,0
27,1
100,100
525,100
27,1
100,100
25,0
25,0
27,1
27,1
100,100
100,100
525,100
525,100
27,1
25,0
525,100
100,100
100,100
27,1
100,100
100,100
25,0
25,0
30,1
100,100
32,2
100,100
550,100
550,100
30,1
550,100
30,1
100,100
550,100
550,100
100,100
100,100
550,100
100,100
100,100
100,100
32,2
100,100
100,100
550,100
100,100
100,100
100,100
30,1
100,100
100,100
100,100
550,100
32,2
30,1
100,100
30,1
30,1
30,1
100,100
550,100
30,1
30,1
100,100
100,100
100,100
32,2
550,100
30,1
100,100
32,2
32,2
32,2
100,100
100,100
100,100
30,1
100,100
100,100
100,100
100,100
100,100
100,100
100,100
30,1
100,100
100,100
32,2
550,100
32,2
100,100
30,1
30,1
30,1
550,100
32,2
100,100
100,100
30,1
100,100
30,1
116,100
30,1
116,100
32,2
116,100
100,100
116,100
30,1
100,100
116,100
32,2
30,1
32,2
100,100
30,1
32,2
100,100
32,2
30,1
30,1
116,100
100,100
30,1
100,100
100,100
30,1
32,2
32,2
116,100
30,1
116,100
100,100
100,100
100,100
30,1
100,100
116,100
100,100
30,1
100,100
100,100
30,1
100,100
116,100
30,1
100,100
30,1
100,100
100,100
30,1
100,100
116,100
100,100
116,100
100,100
100,100
30,1
116,100
100,100
100,100
100,100
100,100
100,100
32,2
32,2
32,2
116,100
100,100
100,100
30,1
100,100
116,100
30,1
116,100
32,2
100,100
32,2
116,100
100,100
116,100
100,100
116,100
100,100
100,100
100,100
