ValueIteration,L-track,in situ restart on crash.,training,0,261,158
ValueIteration,L-track,in situ restart on crash.,training,5,324,177
ValueIteration,L-track,in situ restart on crash.,training,10,598,363
ValueIteration,L-track,in situ restart on crash.,training,15,137,71
ValueIteration,L-track,in situ restart on crash.,training,20,132,76
ValueIteration,L-track,in situ restart on crash.,training,25,234,148
ValueIteration,L-track,in situ restart on crash.,training,30,273,165
ValueIteration,L-track,in situ restart on crash.,training,35,307,187
ValueIteration,L-track,in situ restart on crash.,training,40,827,502
ValueIteration,L-track,in situ restart on crash.,training,45,1010,607
ValueIteration,L-track,in situ restart on crash.,training,50,491,320
ValueIteration,L-track,in situ restart on crash.,training,55,262,148
ValueIteration,L-track,in situ restart on crash.,training,60,665,392
ValueIteration,L-track,in situ restart on crash.,training,65,1542,924
ValueIteration,L-track,in situ restart on crash.,training,70,559,347
ValueIteration,L-track,in situ restart on crash.,training,75,197,96
ValueIteration,L-track,in situ restart on crash.,training,80,94,44
ValueIteration,L-track,in situ restart on crash.,training,85,488,286
ValueIteration,L-track,in situ restart on crash.,training,90,961,550
ValueIteration,L-track,in situ restart on crash.,training,95,147,87
ValueIteration,L-track,in situ restart on crash.,training,100,195,107
ValueIteration,L-track,in situ restart on crash.,training,105,257,148
ValueIteration,L-track,in situ restart on crash.,training,110,344,211
ValueIteration,L-track,in situ restart on crash.,training,115,696,391
ValueIteration,L-track,in situ restart on crash.,training,120,322,181
ValueIteration,L-track,in situ restart on crash.,training,125,383,211
ValueIteration,L-track,in situ restart on crash.,training,130,567,342
ValueIteration,L-track,in situ restart on crash.,training,135,403,238
ValueIteration,L-track,in situ restart on crash.,training,140,292,160
ValueIteration,L-track,in situ restart on crash.,training,145,774,441
ValueIteration,L-track,in situ restart on crash.,training,150,265,154
ValueIteration,L-track,in situ restart on crash.,training,155,179,106
ValueIteration,L-track,in situ restart on crash.,training,160,134,74
ValueIteration,L-track,in situ restart on crash.,training,165,734,452
ValueIteration,L-track,in situ restart on crash.,training,170,180,95
ValueIteration,L-track,in situ restart on crash.,training,175,249,141
ValueIteration,L-track,in situ restart on crash.,training,180,123,72
ValueIteration,L-track,in situ restart on crash.,training,185,502,309
ValueIteration,L-track,in situ restart on crash.,training,190,480,256
ValueIteration,L-track,in situ restart on crash.,training,195,174,100
ValueIteration,L-track,in situ restart on crash.,training,200,1057,620
ValueIteration,L-track,in situ restart on crash.,training,205,476,284
ValueIteration,L-track,in situ restart on crash.,training,210,114,61
ValueIteration,L-track,in situ restart on crash.,training,215,290,167
ValueIteration,L-track,in situ restart on crash.,training,220,364,203
ValueIteration,L-track,in situ restart on crash.,training,225,170,71
ValueIteration,L-track,in situ restart on crash.,training,230,259,144
ValueIteration,L-track,in situ restart on crash.,training,235,152,78
ValueIteration,L-track,in situ restart on crash.,training,240,280,158
ValueIteration,L-track,in situ restart on crash.,training,245,467,243
