ValueIteration,O-track,in situ restart on crash.,training,0,1850,1087
ValueIteration,O-track,in situ restart on crash.,training,5,13000,7938
ValueIteration,O-track,in situ restart on crash.,training,10,13000,8033
ValueIteration,O-track,in situ restart on crash.,training,15,13000,7846
ValueIteration,O-track,in situ restart on crash.,training,20,13000,7975
ValueIteration,O-track,in situ restart on crash.,training,25,13000,7892
ValueIteration,O-track,in situ restart on crash.,training,30,13000,7799
ValueIteration,O-track,in situ restart on crash.,training,35,13000,7963
ValueIteration,O-track,in situ restart on crash.,training,40,13000,7917
ValueIteration,O-track,in situ restart on crash.,training,45,13000,7820
ValueIteration,O-track,in situ restart on crash.,training,50,13000,8131
ValueIteration,O-track,in situ restart on crash.,training,55,13000,7860
ValueIteration,O-track,in situ restart on crash.,training,60,13000,7714
ValueIteration,O-track,in situ restart on crash.,training,65,13000,7828
ValueIteration,O-track,in situ restart on crash.,training,70,13000,7662
ValueIteration,O-track,in situ restart on crash.,training,75,13000,7921
ValueIteration,O-track,in situ restart on crash.,training,80,13000,7796
ValueIteration,O-track,in situ restart on crash.,training,85,13000,7862
ValueIteration,O-track,in situ restart on crash.,training,90,13000,7713
ValueIteration,O-track,in situ restart on crash.,training,95,13000,7772
ValueIteration,O-track,in situ restart on crash.,training,100,4559,2754
ValueIteration,O-track,in situ restart on crash.,training,105,13000,7850
ValueIteration,O-track,in situ restart on crash.,training,110,13000,7971
ValueIteration,O-track,in situ restart on crash.,training,115,13000,7991
ValueIteration,O-track,in situ restart on crash.,training,120,13000,7813
ValueIteration,O-track,in situ restart on crash.,training,125,13000,7823
ValueIteration,O-track,in situ restart on crash.,training,130,13000,7775
ValueIteration,O-track,in situ restart on crash.,training,135,13000,7853
ValueIteration,O-track,in situ restart on crash.,training,140,13000,7789
ValueIteration,O-track,in situ restart on crash.,training,145,13000,7654
ValueIteration,O-track,in situ restart on crash.,training,150,13000,7890
ValueIteration,O-track,in situ restart on crash.,training,155,13000,7799
ValueIteration,O-track,in situ restart on crash.,training,160,13000,7894
ValueIteration,O-track,in situ restart on crash.,training,165,13000,7683
ValueIteration,O-track,in situ restart on crash.,training,170,13000,7890
ValueIteration,O-track,in situ restart on crash.,training,175,13000,7737
ValueIteration,O-track,in situ restart on crash.,training,180,13000,7816
ValueIteration,O-track,in situ restart on crash.,training,185,13000,7771
ValueIteration,O-track,in situ restart on crash.,training,190,13000,7884
ValueIteration,O-track,in situ restart on crash.,training,195,13000,7975
ValueIteration,O-track,in situ restart on crash.,training,200,13000,7760
ValueIteration,O-track,in situ restart on crash.,training,205,13000,7868
ValueIteration,O-track,in situ restart on crash.,training,210,13000,7836
ValueIteration,O-track,in situ restart on crash.,training,215,13000,7865
ValueIteration,O-track,in situ restart on crash.,training,220,13000,7887
ValueIteration,O-track,in situ restart on crash.,training,225,13000,7691
ValueIteration,O-track,in situ restart on crash.,training,230,13000,7884
ValueIteration,O-track,in situ restart on crash.,training,235,13000,7847
ValueIteration,O-track,in situ restart on crash.,training,240,13000,7748
ValueIteration,O-track,in situ restart on crash.,training,245,13000,7811
ValueIteration,O-track,in situ restart on crash.,training,250,13000,7824
ValueIteration,O-track,in situ restart on crash.,training,255,13000,7833
ValueIteration,O-track,in situ restart on crash.,training,260,13000,7858
ValueIteration,O-track,in situ restart on crash.,training,265,13000,7809
ValueIteration,O-track,in situ restart on crash.,training,270,13000,7960
ValueIteration,O-track,in situ restart on crash.,training,275,13000,7888
ValueIteration,O-track,in situ restart on crash.,training,280,13000,8008
ValueIteration,O-track,in situ restart on crash.,training,285,13000,7947
ValueIteration,O-track,in situ restart on crash.,training,290,13000,7905
ValueIteration,O-track,in situ restart on crash.,training,295,13000,7750
ValueIteration,O-track,in situ restart on crash.,training,300,13000,7813
ValueIteration,O-track,in situ restart on crash.,training,305,13000,7883
ValueIteration,O-track,in situ restart on crash.,training,310,13000,7775
ValueIteration,O-track,in situ restart on crash.,training,315,13000,7896
ValueIteration,O-track,in situ restart on crash.,training,320,13000,7826
ValueIteration,O-track,in situ restart on crash.,training,325,13000,7914
ValueIteration,O-track,in situ restart on crash.,training,330,13000,7863
ValueIteration,O-track,in situ restart on crash.,training,335,13000,7772
ValueIteration,O-track,in situ restart on crash.,training,340,13000,7830
ValueIteration,O-track,in situ restart on crash.,training,345,13000,7831
ValueIteration,O-track,in situ restart on crash.,training,350,13000,7945
ValueIteration,O-track,in situ restart on crash.,training,355,13000,7826
ValueIteration,O-track,in situ restart on crash.,training,360,13000,7688
ValueIteration,O-track,in situ restart on crash.,training,365,2669,1554
ValueIteration,O-track,in situ restart on crash.,training,370,13000,7842
ValueIteration,O-track,in situ restart on crash.,training,375,13000,7857
ValueIteration,O-track,in situ restart on crash.,training,380,13000,7727
ValueIteration,O-track,in situ restart on crash.,training,385,13000,7792
ValueIteration,O-track,in situ restart on crash.,training,390,13000,7906
ValueIteration,O-track,in situ restart on crash.,training,395,13000,7805
ValueIteration,O-track,in situ restart on crash.,training,400,13000,7833
ValueIteration,O-track,in situ restart on crash.,training,405,13000,7887
ValueIteration,O-track,in situ restart on crash.,training,410,13000,7649
ValueIteration,O-track,in situ restart on crash.,training,415,13000,7938
ValueIteration,O-track,in situ restart on crash.,training,420,13000,7818
ValueIteration,O-track,in situ restart on crash.,training,425,13000,7767
ValueIteration,O-track,in situ restart on crash.,training,430,13000,7884
ValueIteration,O-track,in situ restart on crash.,training,435,13000,7926
ValueIteration,O-track,in situ restart on crash.,training,440,13000,7862
ValueIteration,O-track,in situ restart on crash.,training,445,13000,7785
ValueIteration,O-track,in situ restart on crash.,training,450,13000,7900
ValueIteration,O-track,in situ restart on crash.,training,455,13000,7606
ValueIteration,O-track,in situ restart on crash.,training,460,13000,7897
ValueIteration,O-track,in situ restart on crash.,training,465,4501,2651
ValueIteration,O-track,in situ restart on crash.,training,470,13000,7723
ValueIteration,O-track,in situ restart on crash.,training,475,13000,7766
ValueIteration,O-track,in situ restart on crash.,training,480,13000,7773
ValueIteration,O-track,in situ restart on crash.,training,485,9460,5598
ValueIteration,O-track,in situ restart on crash.,training,490,13000,7736
ValueIteration,O-track,in situ restart on crash.,training,495,13000,7843
ValueIteration,O-track,in situ restart on crash.,training,500,13000,7806
ValueIteration,O-track,in situ restart on crash.,training,505,13000,7730
ValueIteration,O-track,in situ restart on crash.,training,510,13000,7848
ValueIteration,O-track,in situ restart on crash.,training,515,13000,7856
ValueIteration,O-track,in situ restart on crash.,training,520,13000,7831
ValueIteration,O-track,in situ restart on crash.,training,525,13000,7770
ValueIteration,O-track,in situ restart on crash.,training,530,13000,7936
ValueIteration,O-track,in situ restart on crash.,training,535,13000,7850
ValueIteration,O-track,in situ restart on crash.,training,540,13000,7769
ValueIteration,O-track,in situ restart on crash.,training,545,13000,7702
ValueIteration,O-track,in situ restart on crash.,training,550,13000,7807
ValueIteration,O-track,in situ restart on crash.,training,555,13000,7881
ValueIteration,O-track,in situ restart on crash.,training,560,13000,7906
ValueIteration,O-track,in situ restart on crash.,training,565,13000,7979
ValueIteration,O-track,in situ restart on crash.,training,570,13000,7726
