100,100
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
25,0
25,0
25,0
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
25,0
100,100
100,100
100,100
25,0
25,0
25,0
25,0
100,100
100,100
25,0
25,0
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
25,0
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
25,0
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
25,0
100,100
25,0
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
25,0
25,0
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
25,0
25,0
100,100
100,100
100,100
25,0
25,0
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
25,0
100,100
100,100
25,0
100,100
25,0
100,100
25,0
100,100
100,100
25,0
100,100
25,0
25,0
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
25,0
25,0
25,0
100,100
100,100
100,100
25,0
100,100
25,0
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
25,0
25,0
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
25,0
100,100
100,100
100,100
100,100
100,100
25,0
25,0
100,100
25,0
100,100
100,100
100,100
100,100
25,0
100,100
100,100
100,100
25,0
100,100
100,100
25,0
100,100
25,0
25,0
100,100
25,0
25,0
100,100
25,0
25,0
100,100
17,1
25,0
100,100
25,0
17,1
25,0
25,0
100,100
17,1
100,100
100,100
17,1
17,1
25,0
25,0
25,0
100,100
17,1
25,0
100,100
25,0
100,100
17,1
100,100
17,1
100,100
100,100
25,0
100,100
25,0
25,0
17,1
25,0
100,100
100,100
25,0
100,100
17,1
100,100
100,100
25,0
18,1
100,100
100,100
100,100
25,0
25,0
100,100
25,0
100,100
18,1
25,0
18,1
25,0
25,0
100,100
100,100
18,1
25,0
100,100
100,100
18,1
25,0
100,100
18,1
25,0
100,100
18,1
100,100
100,100
25,0
100,100
100,100
18,1
100,100
100,100
100,100
18,1
25,0
18,1
100,100
18,1
100,100
25,0
25,0
100,100
100,100
25,0
100,100
18,1
100,100
25,0
18,1
27,0
27,0
18,1
27,0
25,0
25,0
27,0
25,0
25,0
27,0
25,0
18,1
27,0
25,0
100,100
27,0
18,1
18,1
27,0
18,1
25,0
100,100
18,1
18,1
25,0
27,0
25,0
27,0
100,100
18,1
18,1
25,0
100,100
27,0
25,0
18,1
25,0
18,1
100,100
100,100
100,100
12,0
100,100
27,0
12,0
100,100
12,0
25,0
100,100
100,100
25,0
12,0
25,0
100,100
27,0
25,0
12,0
25,0
12,0
100,100
27,0
27,0
100,100
27,0
27,0
25,0
100,100
100,100
25,0
27,0
12,0
27,0
25,0
25,0
25,0
100,100
12,0
27,0
27,0
100,100
12,0
25,0
12,0
25,0
100,100
27,0
27,0
100,100
25,0
12,0
25,0
12,0
100,100
27,0
12,0
27,0
25,0
100,100
25,0
100,100
25,0
12,0
27,0
100,100
27,0
27,0
100,100
12,0
25,0
25,0
100,100
100,100
27,0
100,100
27,0
27,0
100,100
12,0
25,0
25,0
25,0
27,0
100,100
25,0
25,0
12,0
27,0
100,100
100,100
12,0
12,0
25,0
100,100
100,100
27,0
12,0
12,0
100,100
100,100
25,0
25,0
100,100
12,0
12,0
14,1
100,100
14,1
12,0
100,100
14,1
16,1
12,0
100,100
100,100
100,100
14,1
100,100
14,1
16,1
14,1
14,1
12,0
14,1
12,0
14,1
14,1
100,100
12,0
100,100
100,100
16,1
16,1
14,1
100,100
16,1
14,1
16,1
100,100
100,100
14,1
100,100
100,100
100,100
16,1
12,0
12,0
12,0
12,0
12,0
100,100
100,100
16,1
14,1
16,1
14,1
100,100
14,1
100,100
12,0
16,1
16,1
14,1
12,0
14,1
14,1
14,1
12,0
100,100
16,1
16,1
14,1
14,1
100,100
100,100
12,0
12,0
16,1
14,1
16,1
100,100
100,100
100,100
15,1
100,100
14,1
12,0
100,100
15,1
15,1
100,100
14,1
15,1
14,1
15,1
12,0
12,0
15,1
12,0
15,1
14,1
12,0
12,0
14,1
14,1
14,1
14,1
100,100
12,0
14,1
15,1
14,1
14,1
14,1
100,100
100,100
15,1
12,0
15,1
100,100
15,1
15,1
15,1
100,100
100,100
15,1
15,1
100,100
15,1
12,0
15,1
14,1
12,0
15,1
14,1
15,1
12,0
15,1
15,1
12,0
12,0
15,1
15,1
14,1
14,1
100,100
15,1
100,100
12,0
14,1
14,1
14,1
12,0
14,1
12,0
15,1
100,100
12,0
14,1
15,1
100,100
14,1
12,0
15,1
15,1
15,1
12,0
14,1
14,1
100,100
100,100
14,1
100,100
15,1
14,1
15,1
100,100
15,1
100,100
15,1
14,1
14,1
15,1
15,1
12,0
100,100
100,100
12,0
14,1
15,1
12,0
12,0
12,0
15,1
15,1
100,100
15,1
14,1
12,0
12,0
12,0
15,1
14,1
15,1
12,0
14,1
12,0
15,1
14,1
15,1
14,1
15,1
15,1
12,0
14,1
12,0
14,1
100,100
12,0
14,1
100,100
15,1
15,1
12,0
15,1
13,0
13,0
100,100
15,1
100,100
15,1
16,1
13,0
16,1
13,0
13,0
13,0
13,0
16,1
100,100
15,1
100,100
100,100
13,0
100,100
16,1
15,1
16,1
13,0
13,0
16,1
13,0
16,1
16,1
13,0
13,0
100,100
100,100
100,100
13,0
100,100
15,1
12,0
12,0
100,100
13,0
13,0
100,100
100,100
15,1
12,0
12,0
13,0
12,0
15,1
11,0
13,0
12,0
12,0
11,0
11,0
12,0
14,1
14,1
12,0
12,0
11,0
12,0
11,0
12,0
12,0
12,0
11,0
12,0
14,1
14,1
12,0
12,0
12,0
14,1
11,0
12,0
12,0
12,0
12,0
14,1
12,0
12,0
12,0
12,0
14,1
14,1
12,0
12,0
12,0
14,1
11,0
12,0
12,0
11,0
12,0
12,0
11,0
12,0
11,0
11,0
11,0
12,0
11,0
11,0
11,0
11,0
11,0
12,0
12,0
12,0
12,0
12,0
12,0
11,0
12,0
12,0
12,0
11,0
11,0
12,0
12,0
11,0
12,0
11,0
12,0
12,0
11,0
11,0
12,0
11,0
12,0
11,0
11,0
11,0
12,0
12,0
12,0
12,0
12,0
11,0
11,0
11,0
12,0
11,0
11,0
12,0
12,0
11,0
12,0
11,0
11,0
11,0
11,0
11,0
11,0
12,0
11,0
11,0
11,0
11,0
12,0
12,0
11,0
12,0
12,0
12,0
12,0
12,0
12,0
11,0
12,0
11,0
11,0
11,0
12,0
12,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
11,0
12,0
12,0
11,0
11,0
11,0
11,0
12,0
12,0
11,0
12,0
11,0
11,0
11,0
12,0
11,0
11,0
11,0
11,0
12,0
12,0
11,0
11,0
11,0
12,0
12,0
12,0
12,0
11,0
