Iterations,VI avg moves,QL avg moves
4205,161.2,390
4210,229.1,130
4215,184.5,310
4220,146,340
4225,177.8,280
4230,189.3,270
4235,148.9,280
4240,186.7,290
4245,160.4,150
4250,166.1,260
4255,196.5,230
4260,129.3,280
4265,292.9,180
4270,189.2,270
4275,146,240
4280,236.4,220
4285,139.9,290
4290,128.8,230
4295,282.5,220
4300,161.5,270
4305,149.4,360
4310,265.7,240
4315,180.2,210
4320,141.1,230
4325,191.6,250
4330,156.9,290
4335,256.6,240
4340,204.9,210
4345,178.7,290
4350,158.9,350
4355,120.1,300
4360,127.5,200
4365,225.9,230
4370,182,200
4375,151.3,310
4380,231.6,270
4385,236.1,270
4390,119.6,220
4395,148.5,230
4400,137.9,200
4405,120.6,250
4410,185.1,360
4415,168.5,232.7
4420,240,280
4425,199.8,270
4430,112.1,240
4435,187,250
4440,132,250
4445,127.5,330
4450,188.1,222.7
4455,146.6,290
4460,222.9,240
4465,102.2,260
4470,195.2,190
4475,134.2,240
4480,147,200
4485,256.1,262.7
4490,183.4,200
4495,138.1,192.7
4500,95.2,170
4505,138.2,290
4510,230.3,252.7
4515,202.9,242.7
4520,179.3,340
4525,151.8,260
4530,175.2,222.7
4535,257.4,260
4540,107.5,280
4545,193.8,230
4550,83.2,200
4555,141.2,230
4560,114.3,332.7
4565,121,202.7
4570,148.8,310
4575,167.4,250
4580,150.4,280
4585,158.2,230
4590,159,250
4595,143.3,300
4600,160.6,220
4605,224.4,172.7
4610,212.2,310
4615,131.3,240
4620,152.8,200
4625,120.6,212.7
4630,192.9,350
4635,237.1,310
4640,156.3,280
4645,148.3,320
4650,134,180
4655,222.7,200
4660,132.7,160
4665,127.1,220
4670,173,222.7
4675,187,270
4680,183.5,232.7
4685,129.9,240
4690,170.2,260
4695,156.8,242.7
4700,134,170
4705,147.9,220
4710,170,250
4715,222.4,220
4720,130.2,182.7
4725,97.1,270
4730,218.4,240
4735,181.4,230
4740,121.2,1482.5
4745,143.6,140
4750,156.7,230
4755,150.4,252.5
4760,195.8,260
4765,153.1,370
4770,172.9,292.7
4775,126,292.7
4780,121.4,1660
4785,111.6,190
4790,162.1,152.7
4795,171.4,380
4800,162.7,285.2
4805,209.8,102.7
4810,198.5,162.5
4815,170.4,290
4820,97.8,420
4825,93.9,340
4830,158.2,240
4835,188.6,1492.7
4840,191.5,200
4845,168.8,1630
4850,154.2,1620
4855,154.9,1610
4860,177.9,1460
4865,160.9,250
4870,173.7,172.5
4875,193.7,1472.5
4880,178.9,320
4885,158.9,180
4890,149.1,192.5
4895,161,312.7
4900,332.5,290
4905,169.6,222.7
4910,142.1,252.5
4915,131.5,222.5
4920,213,240
4925,176.6,230
4930,161.5,340
4935,184.7,1620
4940,128.2,320
4945,196.4,1530
4950,169.5,322.7
4955,208.6,1640
4960,148.5,222.5
4965,147.2,280
4970,165.3,192.5
4975,134,260
4980,176,282.5
4985,107.3,230
4990,200.1,270
4995,240.3,302.5
5000,107.5,1590
5005,155.6,1670
5010,129.2,180
5015,141.6,370
5020,103.1,260
5025,153.3,1502.5
5030,171.3,410
5035,120.6,310
5040,101.5,1672.5
5045,93.2,1520
5050,145.2,232.5
5055,118.9,260
5060,202.1,290
5065,153.1,250
5070,140.9,1580
5075,186,290
5080,119,1600
5085,162.9,300
5090,124.6,290
5095,148,340
5100,154.4,440
5105,124.4,222.5
5110,122.9,200
5115,186.6,1502.5
5120,143.5,320
5125,211.9,330
5130,164.1,350
5135,152.7,300
5140,123.6,320
5145,146.1,220
5150,167.1,1532.5
5155,150.2,172.5
5160,213.7,380
5165,118.8,1532.5
5170,90,240
5175,140.2,1570
5180,130.6,330
5185,175.1,300
5190,255.4,340
5195,253.3,302.5
5200,128.9,380
5205,172.2,312.5
5210,107.2,190
5215,127.6,320
5220,181.9,260
5225,168.7,260
5230,148,370
5235,173.9,172.5
5240,118,280
5245,213.4,270
5250,161.7,290
5255,85.1,1510
5260,116.8,272.5
5265,135.5,212.5
5270,175,1732.5
5275,151.6,1482.5
5280,121.4,230
5285,161,320
5290,141.4,280
5295,130.4,222.5
5300,157.9,230
5305,140.4,250
5310,219.7,250
5315,165.5,332.5
5320,117.2,270
5325,197.6,1542.5
5330,143.3,180
5335,162.1,370
5340,165.1,260
5345,175.9,240
5350,88.2,202.5
5355,121.2,280
5360,167,400
5365,130.2,220
5370,137.7,1590
5375,183.4,240
5380,147.5,272.5
5385,126.2,310
5390,108.3,290
5395,195.6,260
5400,193.5,410
5405,173,220
5410,119,330
5415,129.1,300
5420,153.4,252.5
5425,90.1,1530
5430,156.7,290
5435,112.4,430
5440,261.9,1600
5445,175.1,212.5
5450,125.2,190
5455,115.6,340
5460,133.6,380
5465,132.7,350
5470,159.5,1580
5475,109.9,222.7
5480,179.8,1570
5485,101,155.2
5490,163.9,1600
5495,184.5,1542.5
5500,121.9,1630
5505,150.7,252.7
5510,149.5,382.7
5515,124,1590
5520,132.5,310
5525,129.8,290
5530,188.8,282.7
5535,124.9,290
5540,186.3,290
5545,166.6,360
5550,121.2,372.5
5555,114.9,310
5560,165.2,310
5565,158.4,265.2
5570,183.9,280
5575,180,370
5580,143.9,270
